Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
14.69821569571335,5.147099309234775,-5.154327004438058,-2.9785248138755804,-2.8868845467070607,-3.0055667584550187,-10.558316619659871,-6.949298236624292,-7.802293312631865,-4.671244837169813,-8.589538953701712,-1.746479608737263,0.0
14.488107007888852,3.8869032037877695,-1.4374079621799851,-0.1807378725272366,-8.606642688538782,-5.803160516886711,-11.998964332520202,-11.795404550381974,-6.173159321224084,-4.77389392666838,-10.683944330506254,-3.8864074148518575,1.0
13.774647023353104,-0.3845396610429398,-3.015764212904848,-6.694487617057033,-0.8027593406619022,-5.011014344639382,-3.443099018548441,-8.961735640088385,-9.794175628926244,-5.939953272301352,-7.310511116770888,-2.990721540002616,2.0
12.947978157631017,-3.466973336417756,-6.163871569632603,-8.518636621327644,-6.122267982156721,-5.839903878364448,-7.660277424292444,-4.493191337457396,-3.109698546899184,0.8530373706069135,-7.650523765488293,-1.869630416939133,3.0
13.178011690416517,-7.931811212974629,-12.30526821979234,-8.361943745517634,-7.561592512001792,-1.2777461517046345,-5.577962794432097,-4.149894134909554,-6.421166365626354,-2.342804233314967,-6.565050633488403,2.6716034221501834,4.0
15.129438681179987,-4.360002328567977,-9.770407014495516,-2.036616130521377,-2.757917937101912,2.3249076833997635,-2.6897007937742696,-11.351633462667769,-12.258038372046926,-9.233434926791896,-13.945991083905357,-1.9392708036523336,5.0
15.58427425024644,-1.3096680445974274,-9.23653854448902,2.34607894232102,-1.3976175615527895,6.401378668372791,-4.185436634445002,-14.89212872922392,-16.42923382747999,-6.792659491972449,-10.98562166920901,2.571176315557393,6.0
13.500804334366093,-7.839802589798915,-7.428433314299076,-6.570401128673337,-4.872873417683285,0.3471206843783214,-4.556309377092927,-8.752394693994338,-11.962761911368306,-7.061207537232624,-9.715025624501289,2.5645377812792938,7.0
14.788865111990647,-0.543205950067438,-12.974739731327029,-6.425641370409938,-6.121771882233238,2.166733060703672,-0.3646333560237819,-6.932055782715158,-13.457993213766144,-8.4577165110181,-7.772735163521717,0.8520915604616534,8.0
14.84375642603665,-5.337336179978055,-12.273997932201928,-5.914877645133901,-3.866054314446618,4.519176371268653,-2.8142275092026856,-10.78404135582079,-20.228919651505112,-7.458188800969427,-8.394450826611369,1.0341671260652603,9.0
13.995181868725634,4.679754402468952,1.0462427204370586,1.8901813179448264,-4.4056510473699815,-4.654757022154,-13.645617618929414,-11.037319260168944,-13.048413288653386,-14.004541156501476,-8.4422658154337,-1.9576584143566336,0.0
15.972508787051275,0.9836002308161228,-0.1492026706385407,2.394567551709763,-1.6470680586119242,-1.6444420780072393,-10.450016251650334,-5.94254112748814,-6.984895573499115,-2.9049652557693366,-11.162574151690212,-3.5020385086439267,1.0
15.558959742082884,4.132578559068288,-2.240074924764824,2.259707044697954,1.6413943692611883,-2.525702322882983,-15.031151624876124,-10.287430736628291,-4.950542623412068,-2.8837756515985613,-12.918950387242084,-6.64095269607649,2.0
14.675528783233034,2.462417667799981,1.4021882634683485,0.2359706294272247,-2.4328112156741897,-5.162787234160817,-17.224611262807702,-11.494970941642656,-5.508060751322485,-3.012369345608456,-7.423868086920444,-4.872793538073769,3.0
15.794218900741798,-2.778649757336088,-2.430752562170527,4.712637129928181,2.481082860841355,-2.007475045526831,-13.416899965076995,-9.851619155765352,-7.934140566619487,-5.546260517437911,-11.900795082446706,-7.617196012306558,4.0
15.67007731788541,-0.3326223795541759,-0.5853486621925228,4.23686134311409,-3.051538744869008,-2.054807077220801,-12.791024666265995,-9.583444286512716,-6.323284676950999,-4.224534826010976,-13.949899551376731,-7.377764914850017,5.0
16.1954970104928,-4.94547144594701,-2.798199877534308,5.13141695878089,-2.270477455938281,-3.0315639334012,-9.523436371613254,-5.48655710867568,-8.256819048582388,-3.1360837812917834,-9.855757984398462,-2.3039525656602926,6.0
15.54233753283593,-2.847663756332191,-0.18047504717594,10.035943499501109,-0.0364299994481106,6.04108202682098,-2.7465328184994697,-8.397739514300465,-16.43838326193372,-8.445792687880447,-8.195019242510801,-6.546221589046004,7.0
15.874265148898862,3.40297553606568,-0.7369269063853187,3.125389256334357,1.8224031056241008,-0.7062553381219419,-13.690847838837458,-9.565601854246127,-11.678866667191828,-5.442392652745096,-11.194772361917506,-6.960707720502237,8.0
16.250337914731116,2.71270673706134,-0.0696666670470329,-1.006192111534821,5.160677694085993,4.7697409317586645,-9.45867886063306,-8.248943586797015,-10.505067126880231,-9.07815157174164,-15.24870479897614,-3.767737281945607,9.0
15.866638176474838,1.3628659682775075,-1.6168678744224314,1.642613132245227,-2.1917961951731644,4.484350103902429,-8.604724224579886,-7.85886779752843,-12.070726440908444,-8.107202423670314,-6.878050796435358,-6.284603988192582,0.0
14.245051760474764,-2.090760723275752,0.059038640708042,-0.7736277064217377,-3.2731386000150087,-2.682177710100008,-9.567228904261402,-4.952042264079335,-8.973778573659999,-6.829521714160808,-7.065901411256593,-5.533078079410815,1.0
14.26933332539642,-1.2949482934572565,-1.672128904863708,-0.304682206824125,3.2065616825388803,1.719332259277908,-10.06410787408919,-12.696074233028712,-9.88381558718726,-4.671117954764718,-9.806175264453495,-6.154283390537481,2.0
14.222002851516066,1.6063546283627486,-0.2276365731256272,1.1227312521031787,3.0012132965935128,0.918210363864449,-13.36483096718588,-9.354162647465484,-5.2924148358344105,-3.3051267051715905,-9.700606079069644,-8.172887045330928,3.0
14.870824029701293,-2.5932272758045074,-4.013352670489656,-2.142551886327314,-3.653668111873129,-1.8790395893373937,-7.446920504693217,-3.1619568753088427,-7.5073609532375265,-6.762297799165847,-11.094490912721946,-5.320642208338204,4.0
15.165670073298012,-5.845854158815328,-3.886543348018206,3.3789333575316127,-5.108731786616113,-2.3400454821047645,-7.436230729476918,-2.8649151232778127,-11.058187386935836,-6.3161752849644905,-6.066198572664828,-4.575986945289441,5.0
15.171604536485628,-9.470404449860798,-4.624480980116311,2.484740912724469,-4.041152174726418,0.5619032850842,-2.751257121327848,-4.235181894565522,-9.262317460880976,-1.3363751279293563,-7.964246153062468,-5.342300729866641,6.0
14.89055281987424,-5.235963467849131,-1.144138148704127,1.0427026312444792,-5.078854008467252,-1.52995483561154,-3.4716545854910743,-1.3124280855589523,-10.122869088095184,-5.726159007651329,-7.3791311323030415,-4.995538693992221,7.0
15.890457148877848,-0.8249025226188071,0.0696010130931216,1.716752703516771,-3.620300456156788,3.486340016480329,-2.562826305349652,-9.065113271301058,-12.527442232638666,-7.324923779020597,-9.622340529370726,-4.332174174153955,8.0
15.638096254651416,-1.3030324630018553,-2.0390643525344747,-3.1167130554092,-2.1899476079441884,4.037328350358608,-5.871969960322328,-4.842472469168455,-11.840217312768385,-9.834561577919024,-10.161371791963424,-2.983583471604513,9.0
15.680258221799512,-0.6238829170434846,-0.3749617635240699,1.2765094539355104,0.3463081053929387,0.7775775805036272,-8.981932480215677,-5.298512405199022,-13.108634695974509,-10.678638901104677,-11.69869323988796,-0.2575097678044532,0.0
13.897453128810463,1.7056872450853695,-2.2286978079298945,-0.7202429175155667,0.1750728856114024,2.508228028865303,-9.450389343616257,-8.277888865545002,-9.24530537754336,-7.357329939107248,-10.487907176246392,-3.3895088173607064,1.0
14.660463465020184,-0.072122755451389,1.1896287071324307,6.835115269497113,-1.1944570761066358,1.1480949090343813,-7.990590641773132,-6.398259820694968,-11.073979328206184,-7.87857562501298,-8.502419325118774,-4.608213774357973,2.0
14.821535008876566,-0.2417418724277336,0.9517985948808098,0.5641509416157464,-2.925022176940144,-0.1499607259353276,-10.849702299790764,-7.799814819532479,-10.834510177033549,-7.543014972340036,-8.249992574406384,-4.752118494390899,3.0
14.343958288252914,-9.129412247453343,-9.577249786320166,-3.5103067175320533,-4.167276831700707,-2.078126476456995,-6.974455164068714,0.8310085934627026,-5.56098009800701,-3.2440738559360263,-11.102559572001468,-2.971140052440893,4.0
15.732364144015762,-6.944920264033607,-4.623423598278079,-3.3131115130201856,-8.354536932121803,-3.463785060645088,-8.795747038504885,-5.1037339405088105,-12.089628638122608,-3.3923550674922134,-9.092391121620365,-1.045134773601919,5.0
15.62642225378573,-15.088557272357177,-6.52629655743921,1.4990867705735629,-5.689526176045691,-3.3073161002339053,-4.361979317975596,-1.4920844944720992,-8.46626470749815,0.3883277648400893,-9.299749468063746,-3.155024330946272,6.0
14.953305398734573,-3.272344066652259,0.5562609673773304,5.031075319695367,-1.874450710774908,1.5182342977394612,-5.867607852085151,-7.662479330782815,-16.853497350484126,-9.489326914225856,-10.289297190110052,-1.805181114276709,7.0
15.361389087406822,-4.350701722514023,-0.4511182146908597,-1.249328978112936,0.0235264621804532,1.0273135242017657,-3.885327946140337,-5.327337547177705,-12.4978667305436,-7.754640254054356,-11.585439388764703,-0.5130384404311812,8.0
15.288478559025943,-1.0753406518122235,0.5619218922586265,-4.468230692757409,-1.8569588931212184,5.361615073948881,-2.113622171679304,0.6540234078232926,-7.348206086726343,-8.251002466141179,-14.602693311894273,-5.219041583827173,9.0
14.480804408399395,-2.7778820497074967,0.9196904704659834,-2.1464732701035567,-5.196194683928169,-4.885569606206834,-10.505327958051572,-5.776464854966649,-7.620249025148712,-5.874810662179757,-11.684430562065955,-4.898515316578938,0.0
13.860367469496476,1.735822882587495,-2.253661768042861,-0.1921061002909568,-7.432451869289336,-7.531798884104226,-9.280931819158608,-7.89233795136638,-10.38143626916155,-7.437722902048977,-7.752017456690608,-8.896426896118093,1.0
14.975352503144748,-1.214314168957309,-3.448982582238879,6.010235820684437,-0.7667542463359536,4.19632814180917,-4.832172725774331,-10.936271735782372,-10.746135108510106,-7.77807014426844,-15.698189000974686,-6.963089588362072,2.0
14.09690073011016,-1.81463841505708,0.4011459142385923,-1.6167838877129237,-7.030803497345161,-3.945829102113207,-13.691864191468008,-6.475821082536956,-5.482493723910194,-4.881265261745119,-10.382839883742273,-6.959963829816114,3.0
15.638490514673023,1.822415528557461,0.1631523248375633,-2.761085770816928,-2.12484303637503,-1.7742148722280322,-10.714905256030658,-2.742088933988742,-6.727717416863828,-6.547346638841247,-13.8210867074064,-7.123371939296942,4.0
15.282282950134112,-0.1240821500321859,-1.253791138470092,1.9064217834140555,-3.003041904580911,-2.7441739174220507,-10.391512921713248,-5.325994263513178,-8.508791885780585,-9.646910856664205,-14.11151573886888,-8.660929951892854,5.0
16.5212006553631,-10.594321978392529,-2.0588639974457856,10.258717627462705,-3.3698366463786864,-2.5044914002752927,-3.969539603512343,-1.595047761599766,-11.994464377331242,-4.836165771418948,-9.856551049879844,-5.740917653062334,6.0
14.245399217199374,-8.995591018759004,-0.7202527576746286,3.108956160280104,-3.5544591184124648,-3.3449123489859374,-4.082926490075953,-1.527136072457512,-10.907075740917792,-7.326335563417214,-8.454014680954117,-5.9281623119070685,7.0
14.195452417349484,-3.0118494083615706,-0.0718718253418133,0.7809338756587385,-0.8586074243536821,-0.8792584007720942,-8.742660356662698,-8.34501716783698,-10.544930280333936,-8.649256816176395,-12.39031129857676,-4.894040831973823,8.0
15.521559488086725,-2.2757471342533964,-0.9273777501232848,1.343959120288377,-2.973472477702856,1.182175229037347,-6.774719067007713,-8.26666764498144,-13.34878578948895,-8.94802012012251,-7.385022360695341,-2.585263007613852,9.0
16.59082814825958,8.030443312543847,-6.839269277047003,-5.495714221825658,4.048855816540286,1.6941556308658574,-17.853784028099852,-16.01600295645743,-11.0150177027096,-11.555849721429585,-10.005677168838648,1.2318352269469464,0.0
16.256435145556043,3.735970309360874,-5.252303812013491,-5.650612456807447,4.303299251915329,-0.0768874004224016,-12.66274041374861,-11.725238922785191,-14.544013249362658,-7.423242687735965,-7.6636179685063,-1.6322549181329786,1.0
15.372482538844146,4.739850466499986,-4.181542756250739,-1.6599619509012082,4.045863747760698,4.589474804829605,-10.730604338549837,-12.104755528951038,-16.653818616266552,-11.597015073877431,-13.881268002678244,-0.9340343653246256,2.0
16.92317941706138,5.951795156275872,-8.922170386474251,-7.681347626035097,1.1570969853995934,3.4305476849324985,-13.589341040806032,-16.460327666464746,-20.65756544191409,-9.794591848380769,-5.674828050513837,2.746637035753548,3.0
15.343936376812836,3.2193123898669165,-5.727478723801676,-4.96856215801496,-1.6279987026573497,0.3682262232721326,-13.517106944496556,-13.555342333031996,-16.588160951677178,-9.97295392067662,-12.87146401045477,-4.189805609061129,4.0
16.775350515303174,3.736222714506887,-11.201992788832596,-2.750001587453613,0.070958338818788,5.214564477915728,-13.67082822134731,-14.098972764718088,-13.335566320692283,-9.708869508210151,-10.47238121465132,0.5894217905486857,5.0
17.604357278463784,4.105212567301529,-9.556062157071834,5.441909206159092,1.4968556523002967,2.3435562972870945,-11.642597286653016,-16.989404107175805,-19.09039549126833,-13.366075473071543,-17.018884332956418,0.0896423879534938,6.0
15.99728932766867,0.9998959492324634,1.1287488389415123,-0.1222886662868414,-2.896129890970673,0.7610354331200692,-8.817616943447483,-8.60304647226078,-16.955880505523254,-12.414590258243242,-9.981068213550024,-2.650261749854749,7.0
16.069466492156636,6.98400383989993,-5.533104688769044,-5.290345612155092,1.6853923265896582,0.4119619684141291,-14.870877988698249,-12.031829768096587,-14.255041991992943,-8.050985172183527,-8.109750774226818,1.6257543920225148,8.0
15.870553748531357,1.4991677796428275,-3.318604341829647,-6.021774259706477,-0.37340941471885536,2.2856052077961335,-8.284237901382912,-6.837597153088168,-11.661408356759608,-9.275930697831168,-9.004597334869409,-0.5211104699130974,9.0
